Kaupunki;Puolue;Sukunimi;Etunimi;Ikä;Nettisivun osoite;Facebook-sivu;Twitter-sivu;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.
Espoo;SDP;Ihonen;Miika;27;http://www.miikaihonen.fi/;http://www.facebook.com/miika.ihonen;;1;1;4;4;4;1;3;4;4;4;3;3;2;3;2;2;1;2;2;2
Espoo;SDP;Junno;Ulla;45;http://ullajunno.weebly.com/index.html;https://www.facebook.com/pages/Kunnallisvaaliehdokas-Ulla-Junno-Espoo/322332667864989;;2;2;1;2;5;3;3;4;4;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Juutinen;Vilho;65;;;;1;1;2;1;4;5;2;4;3;2;2;2;2;2;2;3;2;2;3;2
Espoo;SDP;Karjalainen;Kari;54;http://www.karikarjalainen.fi/;;;1;2;3;3;5;4;2;4;3;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Karlsson;John;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Kerola;Hannele;;;;;2;1;2;4;3;3;2;2;4;2;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Kivekäs;Liisa;;;;;1;1;2;2;3;1;2;4;2;5;3;2;2;2;2;2;2;3;2;3
Espoo;SDP;Kiviharju;Jarmo;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Kivimäki;Jukka;;;;;1;2;2;2;4;4;2;3;2;4;3;2;2;3;2;1;1;2;2;2
Espoo;SDP;Klar;Harriet;58;;;;1;1;1;1;4;1;3;5;1;5;2;3;2;2;3;3;2;3;3;3
Espoo;SDP;Koivumäki;Katja;27;http://katjakoivumaki.blogspot.fi/;https://www.facebook.com/KatjaKoivumaki627ValtuustoonEspoossa;;1;1;1;1;3;1;1;3;5;5;2;2;2;2;1;2;2;2;3;3
Espoo;SDP;Kuusela;Pirkko;;;;;1;1;2;2;5;1;2;2;3;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Kuusisto;Anneli;;;;;2;4;1;2;4;2;3;2;3;2;2;2;3;2;2;2;2;2;2;2
Espoo;SDP;Kuuvalo;Nasu;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Lahti;Jukka;;;;;1;2;4;1;4;2;2;3;5;5;2;2;1;2;2;1;1;1;2;2
Espoo;SDP;Lahti;Minna;;;;;1;2;1;1;5;3;4;2;3;3;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Lahtinen;Marja-Liisa;;;;;1;1;1;1;3;1;1;2;3;4;3;3;3;3;2;3;2;3;2;2
Espoo;SDP;Laitinen;Eija;;;;;1;2;1;3;5;2;3;1;4;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Lehto;Seppo;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Lehtonen;Sami;;;;;2;2;2;3;2;1;4;2;5;4;2;2;2;2;1;2;1;2;3;2
Espoo;SDP;Leivonen;Heikki;64;http://heikki.leivonen.fi/;;;1;1;5;1;5;5;1;1;5;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Leskinen;Lea;;;http://www.facebook.com/lea.leskinen2;;2;1;2;2;4;2;1;4;4;5;2;2;2;2;2;1;2;2;2;2
Espoo;SDP;Liljelund;Pi John;47;;;;1;2;4;2;4;1;2;3;2;4;3;2;2;2;2;2;2;2;2;2
Espoo;SDP;Lindfors;John;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Lindholm;Yngve;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Lohenoja;Elmeri;29;http://www.elmerilohenoja.fi/;http://www.facebook.com/elmeri.lohenoja;https://twitter.com/ElmeriLohenoja;4;1;4;2;2;1;2;2;4;4;2;2;1;2;2;2;2;2;2;2
Espoo;SDP;Luhtanen;Leena;;;;;2;3;3;2;4;3;4;4;2;4;2;2;2;2;2;1;2;2;2;2
Espoo;SDP;Lumme;Jasminiitta;;;;;1;1;2;2;4;3;3;2;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Lyytinen;Yrjö;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Maghnouj;Jilali;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Mansaray;Nelson;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Mattila;Erkki;63;http://www.erkkimattila.fi/;;;1;2;2;1;4;2;1;4;4;4;2;2;2;2;1;1;1;2;2;2
Espoo;SDP;Mauriala;Jaakko;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Mirfakhraei;Kaveh;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Mursu;Harri;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Männistö;Ida;23;http://idavaltuustoon.wordpress.com/;https://www.facebook.com/IdaMannistoEspoonKunnanvaltuustoon?ref=hl;https://twitter.com/Idscu;1;1;3;1;3;1;2;2;4;5;3;2;2;3;2;2;2;2;2;2
Espoo;SDP;Mäntylä;Juhani;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Nelson;Edna;;http://www.facebook.com/edna.nelson.35;http://www.facebook.com/edna.nelson.35;;1;1;1;1;3;1;1;4;5;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Norrman;Ralf;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Nurminen-Hämäläinen;Satu;;;;;1;1;1;2;3;2;2;4;2;4;3;3;2;2;1;1;1;2;2;2
Espoo;SDP;Olin;Christa;;;;;2;1;2;5;2;1;1;2;4;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Parisaari;Juhani;;;;;2;2;2;2;3;2;2;2;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Paukku;Ari;48;http://www.aripaukku.fi/;http://www.facebook.com/ari.paukku;;1;1;4;2;5;2;2;4;4;5;3;3;2;3;2;1;2;2;2;3
Espoo;SDP;Pekkonen;Ari;;;;;2;2;3;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Pentikäinen;Aulikki;;;http://www.facebook.com/AulikkiAvePentikainen;;1;2;2;1;4;2;2;4;5;5;2;2;2;3;3;2;2;2;3;3
Espoo;SDP;Pitko;Tiina;47;http://tiinapitko.fi/;;;1;2;1;1;2;1;1;1;5;5;3;3;3;3;2;3;3;3;3;3
Espoo;SDP;Päiviö;Jussi;36;http://www.jussipaivio.fi/;https://www.facebook.com/jussipaivioespoo;;1;1;2;1;4;1;2;1;5;5;3;3;2;3;2;3;2;2;3;3
Espoo;SDP;Rahkonen;Jarkko;;http://jarkkorahkonen.valtuutettu2012.fi/;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Rasimus;Antti;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Rasimus;Liisa;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Rastimo;Kaisa;;;;;4;1;3;2;2;2;1;1;4;3;2;2;1;2;1;1;2;2;2;2
Espoo;SDP;Ruusunen;Susan;;;;;3;2;3;3;5;1;3;4;3;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Rytkönen;Helena;;;;;2;1;1;2;3;2;2;4;3;3;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Rönnberg;Anneli;;;http://fasebook.com/annelironnbergvaltuustoon;;1;1;1;2;5;5;4;5;3;4;2;3;2;2;2;2;2;2;2;2
Espoo;SDP;Saarinen;Timo;;;;;2;2;3;2;2;1;2;4;3;4;2;2;1;2;2;2;2;2;2;2
Espoo;SDP;Saarnio;Pirkko;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Salomäki;Vesa-Matti;;;;;2;2;2;2;2;1;2;4;4;4;2;2;3;2;2;2;2;2;2;2
Espoo;SDP;Simpanen;Veikko;;;;;1;1;2;2;4;3;2;4;5;5;3;2;2;2;2;2;2;2;2;2
Espoo;SDP;Simpura;Pekka;;;;;2;2;3;1;5;4;2;4;1;2;3;2;1;3;3;1;2;1;3;2
Espoo;SDP;Sistonen;Markku;53;;;;2;1;2;2;5;5;3;2;4;4;2;3;3;3;2;2;1;3;2;2
Espoo;SDP;Snygg;Maija;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Sollasvaara;Tipsu;24;;;;1;1;1;2;4;1;1;2;4;5;3;2;3;2;1;3;2;2;2;2
Espoo;SDP;Strömberg;Lilian;61;;http://www.facebook.com/;;2;2;4;1;2;2;2;4;1;5;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Suntio;Hannu;;;;;2;2;2;1;4;1;3;2;3;4;3;3;2;3;2;2;2;2;3;3
Espoo;SDP;Syrjä;Kari;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Tallqvist;Tarja;68;http://www.tarjatallqvist.com/;http://www.facebook.com/tarja.tallqvist;;1;5;2;1;4;1;1;5;4;4;3;3;2;3;2;2;2;3;2;2
Espoo;SDP;Tapanainen;Mauri;;;;;2;2;2;1;4;2;2;4;4;2;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Tieaho;Martti;;http://www.marttitieaho.fi/;http://www.facebook.com/martti.tieaho;http://twitter.com/MTieaho;2;2;2;4;4;3;2;4;4;4;2;2;3;1;3;1;1;1;1;3
Espoo;SDP;Turkka;Sari;;;;;1;1;4;2;3;1;2;4;5;5;1;3;1;1;1;3;1;2;2;2
Espoo;SDP;Turunen;Väinö;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Törmänen-Petman;Kirsi;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Uusitalo;Reino;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Vaara;Pekka;;;;;2;2;2;3;2;1;2;4;4;3;2;2;2;2;1;1;2;2;2;2
Espoo;SDP;Vainikainen;Joni;26;http://www.jonivainikainen.fi/;http://www.facebook.com/Vainikainenvaltuustoon;;2;1;1;2;3;1;1;2;4;4;3;3;3;3;1;3;1;1;2;2
Espoo;SDP;Wallius;Juha;;;;;2;2;2;2;3;1;2;2;3;4;2;2;2;2;1;3;2;2;2;2
Espoo;SDP;Waltari;Harri;33;http://www.harriwaltari.fi/;;;1;2;1;2;3;2;1;2;3;4;3;3;2;2;1;1;2;2;2;2
Espoo;SDP;Weckström;Mikko;;;;;1;1;4;2;3;1;1;4;5;4;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Wenman;Mikaela;40;;;;2;3;1;1;2;2;2;2;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;SDP;Vilppula;Jari;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Vilske;Jukka;;http://www.jukkavilske.fi/;;;1;1;3;2;4;1;1;3;4;5;3;3;2;3;2;2;2;2;3;3
Espoo;SDP;Virta;Pasi;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Wistuba Marino;Boris;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;SDP;Vuori;Merja;;;;;1;2;4;1;4;1;1;4;3;4;3;3;2;3;2;2;2;2;2;3
Espoo;SDP;Välitalo;Marko;;;;;2;2;3;3;3;2;2;3;3;5;2;3;2;2;1;2;2;2;2;2
Espoo;SDP;Värmälä;Johanna;;http://www.johannavarmala.fi/;http://www.facebook.com/JohannaVarmala;;1;1;4;1;4;2;1;4;4;4;3;3;2;3;2;2;2;2;2;2
Espoo;KOK;Aaltonen;Elena;;;http://www.facebook.com/elena.aaltonen.3;;3;5;5;4;4;1;4;5;1;2;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Ahonen;Markku;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Ahtola;Anitra;;http://www.anitraahtola.com/;;;4;1;1;3;4;1;2;2;2;2;3;3;3;2;1;3;2;3;3;2
Espoo;KOK;Airinen;Jyri;;;;;4;4;4;4;2;2;1;4;4;5;2;2;3;2;1;1;2;2;2;3
Espoo;KOK;Alaviiri;Kaisa;;;;;2;4;4;2;5;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Antosalo;Henry;21;;;;4;5;4;4;4;4;3;5;2;2;3;3;2;2;2;2;2;3;3;2
Espoo;KOK;Bjong;Pia;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Ekroos;Christian;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Eneh;Oge;;;;;1;2;2;1;2;5;1;5;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Erävuoma;Asso;;;;;2;4;5;4;4;3;5;5;5;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Forsström;Mikael;34;;;;4;1;1;4;2;1;1;2;5;4;3;3;3;2;3;3;2;3;2;2
Espoo;KOK;Granfelt;Erika;;;;;4;3;5;5;5;3;3;4;4;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Grönholm;Bo;;;;;2;2;2;2;5;1;1;2;2;5;3;2;2;3;2;3;2;2;2;2
Espoo;KOK;Haaksiala;Henri;21;http://www.henrihaaksiala.fi/;http://facebook.com/Henohaaksiala;https://twitter.com/Haaksiala;4;4;4;4;4;2;3;2;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Haapalehto;Eero;24;http://eerohaapalehto.fi/;http://www.facebook.com/#!/pages/Eero-Espoon-valtuustoon/241212612597148;;5;3;3;4;3;1;3;4;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Havu;Isto;;http://www.havu.fi/;http://www.facebook.com/pages/Isto-Havu-Espoon-valtuustoon/512430075440712;;4;4;5;4;3;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Hellas;Maire;59;http://www.mairehellas.com/;http://facebook.com/maire.hellas;;2;2;4;3;5;3;2;2;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Hiltunen;Heikki;;http://heikkii.posterous.com/;http://facebook.com/hihiltunen;https://twitter.com/heikkii;5;5;4;4;5;1;1;4;3;5;2;2;1;2;3;1;3;3;3;1
Espoo;KOK;Holst;Jan;42;http://janholst.kokoomus.info/;;;4;4;4;5;3;3;2;2;4;4;3;3;3;3;1;2;2;3;3;2
Espoo;KOK;Honkaheimo;Jussi;;;;;4;2;4;2;4;5;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Hoppania;Leena;;;;;5;2;5;5;4;1;2;4;5;5;2;2;2;3;3;2;1;2;2;2
Espoo;KOK;Horsma;Johanna;33;http://www.johannahorsma.fi/;http://www.facebook.com/HorsmaJohanna;;5;4;4;4;4;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Hulkkonen;Sirkka;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Hämäläinen;Esa;;;;;4;2;1;5;4;5;3;4;2;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Ihamuotila;Minna;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Jalonen;Jaana;;;;;4;2;4;4;3;2;2;3;2;2;2;2;2;2;2;2;1;2;2;2
Espoo;KOK;Jokela;Jaakko;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Jokinen;Janne;;;;;4;5;5;2;4;3;4;2;2;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Jääskeläinen;Jarmo;;;;;4;4;3;3;3;3;2;2;4;4;2;2;2;2;2;1;2;2;3;2
Espoo;KOK;Kalpala;Tuija;32;http://tuijakalpala.weebly.com/;https://www.facebook.com/tuijakalpalavaltuustoon;;4;4;4;4;5;4;5;4;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Kauma;Pia;46;http://www.piakauma.fi/;http://www.faceook.com/pia.kauma;;4;4;3;2;4;2;2;4;3;4;3;2;2;2;2;2;2;3;2;2
Espoo;KOK;Kemppi-Virtanen;Pirjo;54;http://www.kemppivirtanen.net/;http://www.facebook.com/PirjoKemppiVirtanenValtuustoon?ref=hl;;4;4;4;4;4;4;4;4;2;4;2;3;2;2;2;2;2;2;2;2
Espoo;KOK;Kiijärvi;Laura;;;;;3;4;4;5;2;1;2;4;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Kiljunen;Hanna;;;;;4;4;4;4;3;4;2;2;2;4;3;2;2;2;2;2;2;3;2;2
Espoo;KOK;Kivilaakso-Wellmann;Eva;57;;;;2;2;2;1;5;1;2;2;4;4;3;3;2;3;3;2;2;2;2;2
Espoo;KOK;Kokkala;Paavo;;;;;3;2;4;4;4;3;2;2;2;3;2;2;2;2;2;2;2;2;3;2
Espoo;KOK;Konttas;Ari;50;http://www.konttas.net/;https://www.facebook.com/ari.konttas;https://twitter.com/arikonttas;4;3;3;4;5;4;4;4;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Kotiranta;Pirjo;;;;;4;2;4;5;4;4;1;2;1;5;2;2;2;2;2;2;2;2;2;3
Espoo;KOK;Krouvi;Soile;;http://soilekrouvi.albumit.fi/;;;2;2;4;4;4;2;4;3;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Kuismin;Kim;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Käri-Zein;Päivi;48;http://paivi.kari-zein.kotisivukone.com/;;;4;2;5;5;5;5;5;4;4;5;2;2;2;3;3;2;2;3;3;3
Espoo;KOK;Laakso;Mikko;20;http://mikkolaakso.fi/;http://facebook.com/mikkolaakso2012;;5;5;4;5;4;3;3;4;2;4;3;2;2;3;2;1;2;2;2;1
Espoo;KOK;Laiho;Mia;;http://www.mialaiho.net/;http://www.facebook.com/MiaLaihoKokoomus;;2;4;2;2;4;4;2;4;4;4;2;2;2;2;1;2;2;2;2;2
Espoo;KOK;Lakovaara;Leena;49;http://leenalakovaara.net/;http://www.facebook.com/kuntavaaliehdokaslakovaara;;2;2;1;3;4;3;3;1;4;5;2;2;3;2;3;2;2;3;3;3
Espoo;KOK;Lauslahti;Sanna;46;http://www.lauslahti.net/;http://www.facebook.com/sanna.lauslahti;;4;4;3;4;4;4;3;4;2;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Lehtola;Ville;;;;;5;4;4;4;4;1;3;2;2;3;2;2;2;2;2;1;1;2;2;2
Espoo;KOK;Lempiäinen;Pekka;;;;;2;2;5;1;3;1;3;4;5;5;2;2;2;2;2;2;2;3;3;3
Espoo;KOK;Liesilinna;Juha;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Lindholm;Micke;20;http://www.mickelindholm.fi/;;;5;5;5;5;3;1;2;2;3;4;2;2;2;1;1;1;1;3;2;1
Espoo;KOK;Lintunen;Kai;;http://www.kailintunen.fi/;http://www.facebook.com/kailintunen;;4;4;4;4;4;2;3;4;3;2;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Malila;Jorma;64;http://jormamalila.nettisivu.org/;http://www.facebook.com/#!/EspootaKehittamaan;;4;1;5;3;5;3;1;4;2;3;1;1;1;1;3;1;2;2;2;2
Espoo;KOK;Mansukoski;Nina;;http://www.mansukoski.fi/;http://www.facebook.com/KunnallisvaaliehdokasNinaMansukoski;http://www.twitter.com/mansukoski;5;2;5;4;3;2;2;4;4;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Meriläinen;Raija;;http://www.raijamerilainen.com/;http://www.facebook.com/raija.merilainen.3;;2;3;4;2;5;4;4;4;3;5;3;3;3;3;3;1;3;3;2;3
Espoo;KOK;Meriläinen;Valto;;;;;4;2;4;4;5;5;4;4;2;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Meurman;Kristian;32;http://www.kristianmeurman.fi/;http://www.facebook.com/meurmanvaltuustoon2012;;4;1;3;2;4;2;3;5;4;3;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Meuronen;Esko;;;;;2;3;4;2;4;3;5;5;2;3;2;2;2;2;2;1;2;3;2;2
Espoo;KOK;Mikkelson;Markku;;;;;4;5;5;5;4;5;1;5;1;1;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;mikkola;janne;30;http://www.jannemikkola.fi/;;;4;4;2;4;4;1;4;5;5;2;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Mustakallio;Kristiina;;http://www.kristiinamustakallio.fi/;https://www.facebook.com/kristiinamustakallio2012;;4;2;3;3;4;3;4;3;3;5;3;3;2;3;3;2;2;2;3;3
Espoo;KOK;Mykkänen;Jouni;73;;;;4;4;4;2;5;4;1;4;1;4;3;3;1;3;3;1;1;1;3;3
Espoo;KOK;Mård;Riitta;53;;;;4;2;2;2;4;2;3;3;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Männikkö;Olli;67;http://www.ollimannikko.fi/;http://www.facebook.com/olli.mannikko.9.;;4;3;2;4;4;5;5;4;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Niemelä;Jukka;40;http://www.juke.fi/;http://www.facebook.com/juke.valtuustoon;;5;2;5;4;5;4;2;4;2;4;3;3;3;2;1;1;2;2;3;2
Espoo;KOK;Niemi;Marika;;;;;4;4;4;4;5;4;5;4;2;4;2;2;2;2;2;1;2;2;2;2
Espoo;KOK;Nieminen;Jarmo;;;;;4;3;4;4;3;2;2;3;4;5;2;2;2;2;2;1;1;2;2;2
Espoo;KOK;Nikkilä;Bjarne;55;http://www.bani.fi/;http://www.facebook.com/#!/valitsebnikkila;;3;4;4;2;4;5;1;2;1;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Oila;Kimmo;;;;;5;5;5;5;5;5;3;5;2;4;3;3;1;3;1;1;1;2;2;2
Espoo;KOK;Paattiniemi;Johanna;;;;;5;3;1;4;5;3;2;2;4;5;3;2;2;2;3;2;2;2;2;2
Espoo;KOK;Paimela;Helena;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Palomäki;Ulla;;;;;3;2;3;3;3;4;4;4;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Pekkanen;Johanna;;;;;;;;;;;;;;;;;;;;;;;;
Espoo;KOK;Pelkonen;Jukka;;;;;4;2;3;3;4;5;2;4;3;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Pirha;Melissa;19;;http://www.facebook.com/pages/Melissa-Pirha/447192495331954;;4;1;5;3;3;2;3;4;4;5;2;2;2;2;2;2;2;2;2;3
Espoo;KOK;Poméll;Vesa;59;https://ez--point-fi.directo.fi/;http://www.facebook.com/duuniin;;2;4;1;4;4;3;1;4;5;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Ruuth-Karvonen;Johanna;;;;;4;1;5;2;5;3;2;5;4;4;1;3;3;3;3;2;1;3;3;3
Espoo;KOK;Ruutiainen;Marketta;19;https://www.facebook.com/RuutiainenValtuustoon;https://www.facebook.com/RuutiainenValtuustoon;;5;5;3;4;4;1;3;2;3;3;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Räty;Teemu;24;http://www.teemuraty.fi/;http://www.facebook.com/TeemuRaty2012;;5;2;5;5;4;4;2;2;1;4;3;2;3;3;2;1;2;2;3;2
Espoo;KOK;Saarniala;Tea;;;;;3;1;3;5;5;1;2;5;2;5;3;3;3;3;3;3;2;3;2;3
Espoo;KOK;Sarpo;Joni;24;http://sarpollaonasiaa.blogspot.com/;https://www.facebook.com/pages/Joni-Sarpo-valtuustoon/411810838883173;https://twitter.com/JoniSarpo;4;1;4;2;4;2;2;5;2;4;2;2;2;2;2;1;2;3;2;2
Espoo;KOK;Seppä;Heikki;66;;;;2;3;3;2;5;3;3;3;3;3;2;1;2;3;3;1;1;2;1;2
Espoo;KOK;Sillanpää;Pirkko;58;http://www.pirkkosillanpaa.ehdolla.fi/;;;3;2;4;3;5;3;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Soini;Satu;51;http://www.satusoini.fi/;;;4;3;4;4;4;3;2;2;2;4;3;2;2;3;3;2;2;3;3;3
Espoo;KOK;Sorvanto;Katariina;;;;;3;4;4;4;3;2;4;2;3;2;2;3;2;3;1;2;2;2;2;2
Espoo;KOK;Suomalainen;Sami;42;http://www.suomalainen.fi/;https://www.facebook.com/sm.suomalainen;;4;2;2;2;4;2;2;2;4;4;2;2;2;2;1;2;1;1;2;2
Espoo;KOK;Suomu;Mika;41;http://www.mikasuomu.fi/;http://facebook.com/parempiespoo;;5;2;5;5;2;1;4;5;5;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Syrjänen;Heikki;;;;;4;4;4;4;4;4;3;4;3;4;2;2;2;3;3;2;2;2;2;3
Espoo;KOK;Sääksvuori;Arja;64;http://arjasaaksvuori.nettisivu.org/;http://www.facebook.com/#!/ArjaSaaksvuoriEspoonValtuustoon2012;;2;2;5;2;4;3;3;2;4;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Thure-Toivanen;Tiina;;http://www.tiinathure-toivanen.fi/;http://www.facebook.com/pages/Tiina-Thure-Toivanen-Espoon-valtuustoon-2012;https://twitter.com/thure_tiina;4;4;4;5;3;1;3;4;5;5;2;2;2;2;2;2;2;2;2;2
Espoo;KOK;Tiimonen;Jyri;;;;;5;5;5;5;3;1;5;5;5;1;2;2;3;2;1;3;2;2;2;2
